case_id,title,source_group,source_file,source_line,owner_stage,phase,release_gate,requirement_ids,verification_kind,execution_status,notes,evidence_refs
REA-AC-02,"Duplicate, out-of-order и конфликт payload",state_telemetry_supplement,state-and-telemetry.md,729,P2-12,2,P2-18,REA-002;REA-003;REA-008,runtime_integration,specified_not_executed,"Given: Приняты source version 12 и event ID X. When: Прислать версию 11, duplicate X и другой payload X. Then: State не откатывается, TTL от duplicate не продлён, конфликт не применяется, второй admission отсутствует.",
REA-AC-03,Compaction и обязательный control cursor,state_telemetry_supplement,state-and-telemetry.md,730,P2-16,2,P2-18,REA-003;REA-004;REA-012,runtime_integration,specified_not_executed,"Given: UI cursor старый, другой cursor нужен active stop guard. When: Выполнить GC и возобновить чтение. Then: UI получает resync; control facts pinned либо monitoring gap блокирует работу, история true не потеряна молча.",
REA-AC-04,Отзыв доступа во время watch,state_telemetry_supplement,state-and-telemetry.md,731,P2-12,2,P2-18,OBS-008;REA-003;REA-011,runtime_integration,specified_not_executed,"Given: Worker имеет scoped read, затем право отозвано. When: Доставить следующий event и переиспользовать cursor. Then: Закрытые данные больше не выдаются; cursor не Grant, core guard следует unknown policy.",
REA-AC-05,"False, null, missing и forbidden",state_telemetry_supplement,state-and-telemetry.md,732,P2-12,2,P2-18,OBS-009;REA-002;REA-005,runtime_integration,specified_not_executed,Given: Четыре разных source cases и stale observation. When: Вычислить exists/not/all. Then: Нет implicit cast или fail-open; forbidden не превращается в «нет поля» и не скрывается short-circuit.,
REA-AC-06,Notification не создаёт лишнюю Attempt,state_telemetry_supplement,state-and-telemetry.md,733,P2-12,2,P2-18,REA-001;REA-006;REA-009,runtime_integration,specified_not_executed,"Given: Guard уже true и несколько повторных notifications. When: Перезапустить planner до/после initial admission. Then: Одна activation и одна исходная Attempt; notification не разрешает retry, новые qualified Attempts проверяются отдельно в P2-13.",
REA-AC-07,Guard изменился в очереди capacity,state_telemetry_supplement,state-and-telemetry.md,734,P2-12,2,P2-18,REA-006;REA-008,runtime_integration,specified_not_executed,"Given: Start был true, slot занят; затем source стал false. When: Освободить slot. Then: Admission не использует старое true; scope ждёт без выдуманного pass/skip и лишнего resource reserve.",
REA-AC-08,Динамический read не меняет sealed inputs,state_telemetry_supplement,state-and-telemetry.md,735,P2-12,2,P2-18,OBS-009;REA-005;REA-011,runtime_integration,specified_not_executed,"Given: Step admitted с input revision A; source стал B. When: Step читает разрешённый observation и сдаёт result. Then: Input A не переписан; использованный B указан в evidence, live read не даёт control rights.",
REA-AC-09,Stop true до запуска,state_telemetry_supplement,state-and-telemetry.md,736,P2-12,2,P2-18,REA-004;REA-006;REA-007,runtime_integration,specified_not_executed,"Given: При регистрации одновременно true start и stop. When: Planner рассматривает target. Then: Durable stop/reason, ноль новых Attempts/effects; stop не проигрывает порядку callbacks.",
REA-AC-10,Stop на границе commit и spawn,state_telemetry_supplement,state-and-telemetry.md,737,P2-12,2,P2-18,REA-007;REA-008,runtime_integration,specified_not_executed,"Given: Admission committed, dispatch ещё не подтверждён. When: Commit stop и восстановить после crash. Then: Проверены актуальные gates; неподтверждённый spawn остаётся неопределённым, blind respawn запрещён.",
REA-AC-11,Stop конкурирует с terminal result,state_telemetry_supplement,state-and-telemetry.md,738,P2-12,2,P2-18,REA-007;REA-008;REA-013,runtime_integration,specified_not_executed,"Given: Relevant source true либо freshness expiry предшествуют terminal cut, обработчик отстал; отдельно terminal был раньше source change. When: Арбитрировать result/stop и закрытие registration в обоих порядках. Then: Barrier учитывает source/timers до cut, ранний stop не потерян; только ранее committed terminal не переписан.",
REA-AC-12,Короткое true и согласованные срезы,state_telemetry_supplement,state-and-telemetry.md,739,P2-12,2,P2-18,REA-004;REA-005;REA-007;REA-008,runtime_integration,specified_not_executed,"Given: Initial A=false/B=true; отдельные commits A=true, затем B=false до wakeup; отдельно обе перемены в одной transaction. When: Вычислить all(A,B) при backlog/restart. Then: В первом случае latch на промежуточном true; во втором нет выдуманного cut. Latest B не подставлен к старому A; false не снимает stop.",
REA-AC-13,Freshness истекла без новых событий,state_telemetry_supplement,state-and-telemetry.md,740,P2-12,2,P2-18,REA-002;REA-005;REA-010,runtime_integration,specified_not_executed,"Given: Последний known value устаревает, источник молчит. When: Наступает durable expiry timer. Then: Condition становится unknown в принятой time observation, duplicate не освежает факт, реакция не ждёт следующего source event.",
REA-AC-14,Потеря источника при active работе,state_telemetry_supplement,state-and-telemetry.md,741,P2-12,2,P2-18,REA-005;REA-007;REA-011,runtime_integration,specified_not_executed,"Given: Source disconnected/stale, on_unknown явно задан. When: Core и worker теряют read stream. Then: Core независимо применяет pause/cancel policy; нет synthetic false, новые ordinary actions запрещены.",
REA-AC-15,External state изменился после проверки,state_telemetry_supplement,state-and-telemetry.md,742,P2-12,2,P2-18,REA-002;REA-008,runtime_integration,specified_not_executed,"Given: Прочитана внешняя revision 4; до effect источник перешёл в 5. When: Выполнить action с/без поддержанной target precondition. Then: CAS-capable target отклоняет mismatch; без него продукт не заявляет атомарность/мгновенную остановку, limitations видны.",
REA-AC-16,Отмена не равна остановке эффекта,state_telemetry_supplement,state-and-telemetry.md,743,P2-12,2,P2-18,OBS-003;REA-007;REA-008,runtime_integration,specified_not_executed,"Given: Живой descendant или pending remote effect после cancel request. When: Истекает grace и приходит неполный receipt. Then: Scope не terminal cancelled, время settlement открыто; нужный claim не освобождён без доказательства.",
REA-AC-17,"Parent stop, siblings и compensation",state_telemetry_supplement,state-and-telemetry.md,744,P2-14,2,P2-18,REA-007;REA-011;REA-014,runtime_integration,specified_not_executed,"Given: Ветви parent имеют effects и declared compensation. When: Stop child, затем parent, выполнить разрешённое recovery. Then: Child не отменяет чужой scope; parent не завершается раньше settlement; compensation имеет свои права/лимиты и не обходится callback.",
REA-AC-18,Worker-наблюдатель не управляет соседями,state_telemetry_supplement,state-and-telemetry.md,745,P2-12,2,P2-18,OBS-008;REA-011,runtime_integration,specified_not_executed,"Given: Step читает состояние sibling, но control Grant отсутствует. When: Попытаться start/cancel sibling или подменить observation. Then: Команда/источник отвергнуты; чтение остаётся отдельным правом, managed boundary квалифицирована.",
REA-AC-19,Отсутствующий владелец wakeup,state_telemetry_supplement,state-and-telemetry.md,746,P2-12,2,P2-18,REA-001;REA-004;REA-010,runtime_integration,specified_not_executed,"Given: Run ждёт condition/timer, managed owner выключен. When: Проверить status, включить owner после срока. Then: Нет обещания невыполненного автозапуска; timers восстановлены с объявленной expiry/misfire policy, worker slot не занят sleep.",
REA-AC-20,Рестарт при неопределённых часах,state_telemetry_supplement,state-and-telemetry.md,747,P2-12,2,P2-18,OBS-002;REA-004;REA-005,runtime_integration,specified_not_executed,"Given: После reboot нельзя доказать свежесть source/permission. When: Planner рассматривает start. Then: Нет продления TTL старым monotonic tick; требуется новое trusted observation/разрешённое восстановление, ordinary admission запрещён.",
REA-AC-21,Choice не является live guard,state_telemetry_supplement,state-and-telemetry.md,748,P2-12,2,P2-18,OBS-009;REA-005;REA-014,runtime_integration,specified_not_executed,"Given: Choice принял route по snapshot A; live source теперь B. When: Replay и watch доставляют B. Then: Route не переизбран; только явно объявленный guard реагирует на B, старые definitions сохраняют смысл.",
REA-AC-22,Cross-run cut и независимая authority,state_telemetry_supplement,state-and-telemetry.md,749,P2-12,2,P2-18,OBS-007;OBS-008;REA-002;REA-008,runtime_integration,specified_not_executed,"Given: Два subjects одной authority и третий внешний. When: Выполнить query и guard decision. Then: Первые читаются согласованно; внешний имеет отдельную версию/freshness, права проверены; global atomic snapshot не заявлен.",
REA-AC-23,Trigger не запускается на каждом true,state_telemetry_supplement,state-and-telemetry.md,750,P2-12,2,P2-18,REA-006;REA-009,runtime_integration,specified_not_executed,"Given: Источник час true, delivery повторяется, Trigger имеет одну edge identity. When: Выполнить polling/restart и отдельное новое изменение. Then: Один Run на принятую identity; следующий только по объявленной новой identity/политике, все обычные grants/quotas применены.",
REA-AC-24,Цикл ожиданий и пределы,state_telemetry_supplement,state-and-telemetry.md,751,P2-12,2,P2-18,REA-006;REA-010;REA-012,runtime_integration,specified_not_executed,"Given: Stage A ждёт B, который достижим только после A; другой источник создаёт динамическое ожидание. When: Validate и довести динамическое ожидание до deadline. Then: Доказуемый статический deadlock отвергнут; динамический не объявлен доказанно безопасным, ограничен deadline и имеет explain.",
REA-AC-25,Flood и медленный подписчик,state_telemetry_supplement,state-and-telemetry.md,752,P2-16,2,P2-18,OBS-006;REA-003;REA-012,runtime_integration,specified_not_executed,"Given: Diagnostic flood/slow subscriber и control event одновременно. When: Применить load envelope и запросить stop. Then: Буферы ограничены, current access соблюдён, control reserve работает; измеренная latency отделена от remote settlement.",
REA-AC-26,Stable interval и safety stop,state_telemetry_supplement,state-and-telemetry.md,753,P2-12,2,P2-18,REA-005;REA-007;REA-010,runtime_integration,specified_not_executed,Given: Start требует stable 5 s; в интервале unknown; затем safety stop. When: Доставить timers/updates. Then: Стабильность начинается заново после gap; stop не ждёт пользовательского debounce; восстановление false не запускает restart.,
REA-AC-27,Завершённый scope и поздний event,state_telemetry_supplement,state-and-telemetry.md,754,P2-12,2,P2-18,REA-004;REA-007;REA-009;REA-012,runtime_integration,specified_not_executed,"Given: Scope settled, registration закрыта. When: Читать terminal state и доставить старый event. Then: Чтение разрешено по current access; поздний event не создаёт worker и не открывает старую activation.",
REA-AC-28,Preview и историческое explain,state_telemetry_supplement,state-and-telemetry.md,755,P2-15,2,P2-18,OBS-005;REA-005;REA-013,runtime_integration,specified_not_executed,"Given: Есть guard decision по старой revision и новые факты с ограниченным доступом. When: Выполнить preview и explain того решения. Then: Preview без effects/refresh; explain называет сохранённые доступные facts, причину и stop identity, не подменяет историю текущими values.",
REA-AC-29,Control authority отозвана после вычисления,state_telemetry_supplement,state-and-telemetry.md,756,P2-12,2,P2-18,OBS-008;REA-004;REA-007;REA-008,runtime_integration,specified_not_executed,"Given: Guard вычислил true, но policy-owned control authority отозвана до control commit; старый stop уже есть. When: Попытаться автоматически отменить scope и допустить новую работу. Then: Нет несанкционированного cancel/восстановления actor Grant; старый stop действует, ordinary admissions блокированы, отсутствие полномочий объяснено.",
PUB-AC-01,Автор шага объявляет hooks,state_telemetry_supplement,state-and-telemetry.md,757,P1-08,1,P1-09;P2-18,PUB-001;PUB-006,runtime_integration,passed,"Given: Два разных StepDefinitions объявили собственные state/event names и schemas. When: Publish declared hook, затем unknown name/kind и invalid payload. Then: Корректные данные доступны по контракту; неизвестные/невалидные не применены; для имён не нужен новый код ядра.",../evidence/f1-rc.1.json;../evidence/acceptance-operations.md
PUB-AC-02,"Свой state, CAS и повтор команды",state_telemetry_supplement,state-and-telemetry.md,758,P1-08,1,P1-09;P2-18,PUB-002,runtime_integration,passed,"Given: Attempt публикует state revision 1; два updates ожидают эту версию. When: Конкурентные full replacements и повтор после потерянного ответа. Then: Один update commit, другой conflict; exact duplicate не повышает version/TTL, отсутствующие поля не сохраняются implicit merge.",../evidence/f1-rc.1.json;../evidence/acceptance-operations.md
PUB-AC-03,Hook не подменяет core authority,state_telemetry_supplement,state-and-telemetry.md,759,P1-08,1,P1-09;P2-18,OBS-008;PUB-001;PUB-002,runtime_integration,passed,"Given: Caller может публиковать своё состояние, но не чужое. When: Подставить sibling ID либо payload status=completed/approved. Then: Чужая запись запрещена; своё валидное значение остаётся domain state, StepResult/Approval/Grant не возникают.",../evidence/f1-rc.1.json;../evidence/acceptance-operations.md
PUB-AC-04,"Terminal, fencing и ограниченный shutdown state",state_telemetry_supplement,state-and-telemetry.md,760,P1-08,1,P1-09;P2-18,PUB-002;PUB-006,runtime_integration,passed,"Given: Attempt active, затем pause/cancel-pending, terminal или revoked publisher. When: Публиковать permitted shutting_down и поздние новые updates. Then: Только разрешённая диагностика активного owner меняется; terminal/fenced state заморожен, existing receipt не создаёт новую запись.",../evidence/f1-rc.1.json;../evidence/acceptance-operations.md
PUB-AC-05,Файл меняется вокруг публикации,state_telemetry_supplement,state-and-telemetry.md,761,P2-12,2,P2-18,PUB-003,runtime_integration,specified_not_executed,"Given: Producer создал файл с ожидаемыми digest/size. When: Изменить его во время intake, затем отдельно после commit. Then: Mismatch не публикуется; после commit consumer читает прежние проверенные sealed bytes, не writable original/hardlink.",
PUB-AC-06,Crash и cancel вокруг publication commit,state_telemetry_supplement,state-and-telemetry.md,762,P2-12,2,P2-18,PUB-002;PUB-003;PUB-005,runtime_integration,specified_not_executed,"Given: Скопирован candidate, publisher может быть отменён до commit. When: Crash до/после commit и повтор команды после изменения исходного пути. Then: До commit нет visible publication; cancel rechecked; после commit прежний receipt/ArtifactRef, без повторного чтения/дублирования.",
PUB-AC-07,Несколько файлов до завершения producer,state_telemetry_supplement,state-and-telemetry.md,763,P2-12,2,P2-18,PUB-001;PUB-003;PUB-004;OBS-001,runtime_integration,specified_not_executed,"Given: A running в parallel branch, hook document_created keyed_many; B — объявленный subscriber. When: A публикует два разных готовых items и продолжает считать третий. Then: B получает отдельные закреплённые inputs/admissions и обрабатывает item до terminal A; A не назван completed.",
PUB-AC-08,Несколько независимых subscribers,state_telemetry_supplement,state-and-telemetry.md,764,P2-12,2,P2-18,PUB-002;PUB-004,runtime_integration,specified_not_executed,"Given: B и C подписаны на hook A, B быстрее, доставки повторяются. When: Читать/claim публикации и перезапустить consumer driver. Then: Отдельные cursors/assignment ledger; B не поглощает C событие, повтор не создаёт лишнюю обработку или меняющийся input.",
PUB-AC-09,Explicit close и полный manifest,state_telemetry_supplement,state-and-telemetry.md,765,P2-12,2,P2-18,PUB-003;PUB-004,runtime_integration,specified_not_executed,"Given: Несколько items приняты, один обрабатывается; отдельно поток пуст или interrupted. When: Закрыть hook, повторить close и пройти wait/choice/call lowering. Then: Manifest точен, closure iteration учтена, пустой поток не вызывает consumer; Interrupted не EOF, следующий item не подменяет pending assignment.",
PUB-AC-10,Producer failure и dependent commit,state_telemetry_supplement,state-and-telemetry.md,766,P2-14,2,P2-18,PUB-004;PUB-005;REA-007,runtime_integration,specified_not_executed,"Given: B уже вычислил ранний item, но final-dependent commit ждёт A; отдельно independent B сделал разрешённый effect. When: A падает, B пытается commit, запускается допустимое recovery. Then: Dependent commit/конечный business success блокированы; independent effect/bytes не исчезают, compensation отдельно допущена; stop/unknown не обходятся.",
PUB-AC-11,"Retry, state generation и logical keys",state_telemetry_supplement,state-and-telemetry.md,767,P2-13,2,P2-18,PUB-002;PUB-003;PUB-005,runtime_integration,specified_not_executed,"Given: A1 опубликовала item X, event K и ready; A2 — qualified retry той же StepInstance. When: Повторить X/K с теми же/другими bytes, state update и consumer retry. Then: State не наследует ready; X/K не создают вторую delivery/Trigger, provenance сохранён, разные bytes конфликтуют; consumer привязан к своему assignment.",
PUB-AC-12,"Backpressure, capacity и pins",state_telemetry_supplement,state-and-telemetry.md,768,P2-16,2,P2-18,PUB-004;PUB-005;PUB-006;REA-012,runtime_integration,specified_not_executed,"Given: Producer может занять последний slot, subscriber медленный, storage/queue limit достигнут; отдельно A ждёт consumer, который ждёт final A. When: Запросить overlap, публикацию, GC и stop; проверить циклическую композицию и разделённые compute/commit. Then: Невозможный overlap и явный цикл отвергнуты; finite spool зарезервирован до producer admission, публикация не ждёт consumer settlement; control reserve и pins сохранены.",
PUB-AC-13,"Тип, evidence и право на артефакт",state_telemetry_supplement,state-and-telemetry.md,769,P2-12,2,P2-18,OBS-008;PUB-001;PUB-003;PUB-005,runtime_integration,specified_not_executed,"Given: Hook имеет artifact schema/check policy, subscriber знает digest чужого закрытого объекта. When: Попытаться выдать state.file_ready за publication, читать чужие bytes и принять output без required check. Then: Ни один обход не даёт пригодный input; core проверяет publication type, actual bytes, нужное evidence и current access отдельно.",
PUB-AC-14,F1 subset и неизменный map,state_telemetry_supplement,state-and-telemetry.md,770,P2-12,2,P2-18,OBS-010;PUB-004;PUB-006;REA-014,runtime_integration,specified_not_executed,Given: F1 принимает state/event hooks; P2 имеет существующий sealed map и stream subscription. When: Запросить ранний consumer в F1 и дописать item в уже принятый map; выполнить bounded repeat/wait subscription в P2. Then: F1/изменение map отвергнуты; P2 обрабатывает публикации через отдельные immutable iteration inputs без скрытой смены v1 semantics.,
